"w.1","w.2","w.3","w.4","w.5","spl","method"
0.484751993477539,0.319367122396323,0.0879633772526798,0.00539311106330257,0.102524395810156,1,"linear"
0.0293212402875895,0.141023125061891,0.323088860499721,0.38362347808345,0.122943296067348,2,"linear"
0.0826075911553269,0.310799950038419,0.152392266659439,0.298865464016606,0.15533472813021,3,"linear"
0.0700013884800295,0.367342526495727,0.310904912670893,0.138884497682846,0.112866674670504,4,"linear"
0.146071396411599,0.187997177957547,0.268646432520191,0.102289780392248,0.294995212718416,5,"linear"
0.368246576765243,0.247321719679402,0.15234974523227,0.190617906299494,0.041464052023591,6,"linear"
0.392036863157755,0.33542167338543,0.107078960692226,0.0441472741953571,0.121315228569232,1,"log-linear"
0.107425126189563,0.163431162686692,0.30768376682638,0.286846998987093,0.134612945310272,2,"log-linear"
0.108847171312585,0.246783533011095,0.190598510124781,0.262106960082913,0.191663825468626,3,"log-linear"
0.140072355854661,0.299740111696059,0.277084156784896,0.130050001256117,0.153053374408267,4,"log-linear"
0.140277001354241,0.26311535912005,0.268548815448769,0.0972571795351374,0.230801644541803,5,"log-linear"
0.329340283894273,0.231707259038147,0.147990149074504,0.210576605580601,0.0803857024124753,6,"log-linear"
0.424397969268456,0.340101700850743,0.131676708786203,0.000631579807258794,0.10319204128734,1,"trafo"
0.107762007141503,0.146925486017108,0.304707019213024,0.341242636138625,0.0993628514897407,2,"trafo"
0.100854885055353,0.285259421165101,0.161838576179041,0.250671890513274,0.201375227087231,3,"trafo"
0.120594480523582,0.308392637227945,0.31813876661886,0.120949649198904,0.131924466430709,4,"trafo"
0.162218363991527,0.242628281590691,0.254456465833439,0.0858172315411719,0.254879657043171,5,"trafo"
0.3203481969952,0.262248560477212,0.139064553947357,0.224533589461196,0.0538050991190351,6,"trafo"
